"Estimate","Std. Error","t value","Pr(>|t|)","term"
1.82844102742316,9.61368447715962,0.190191495442482,0.849602152740877,"(Intercept)"
-0.00856705413760844,0.0234535894713965,-0.36527688642528,0.715791273885511,"avg_5yr_active_spin"
0.0096181233101138,0.0807592301745591,0.119096272826332,0.905473655623098,"avg_5yr_velocity"
-0.0317984529786021,0.0625669068412804,-0.508231181369863,0.612577492851958,"avg_5yr_horizontal_movement"
-0.038204885743849,0.0785190014505085,-0.48656866539407,0.627787540037726,"avg_5yr_vertical_movement"
